,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7200,35605242,https://www.airbnb.com/rooms/35605242,20240929170954,2024-09-30,previous scrape,Holiday rental semidetached with swimming pool in,"New attached house, situated in a quiet subdivision only 1km from the beach of Sa Riera. Very bright, it has 3 double bedrooms, two bathrooms, American kitchen, and large living dining room leading to the terrace from which you can enjoy magnificent views of the Medes Islands. Community pool and garage.",,https://a0.muscache.com/pictures/prohost-api/Hosting-35605242/original/61c8d8f7-8a11-49d3-885d-7d1dd84be5c5.jpeg,117908511,https://www.airbnb.com/users/show/117908511,Marta,2017-02-24,"Begur, Spain","Hola. Somos Domus Begur!. Nuestra inmobiliaria cuenta con mÃ¡s de 30aÃ±os de experiencia en la Costa Brava y Begur. Disponemos de la mejor selecciÃ³n de casas, apartamentos y villas en venta y de alquiler de vacaciones. En nuestra web podrÃ¡ consultar nuestro amplio catÃ¡logo, reservar al instante y gestionar su alquiler de vacaciones de forma fÃ¡cil y segura.",within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/5b2f900b-7027-48ce-82c5-520bdd32a4da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b2f900b-7027-48ce-82c5-520bdd32a4da.jpg?aki_policy=profile_x_medium,,134,371,"['email', 'phone']",t,t,,Begur,,41.97093,3.21558,Entire home,Entire home/apt,6,,2.5 baths,3.0,,"[""Heating"", ""Washer"", ""Dishwasher"", ""Microwave"", ""TV"", ""Hot water kettle"", ""Coffee maker"", ""Free parking on premises"", ""Clothing storage"", ""Kitchen"", ""Pool"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Refrigerator"", ""Oven""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-09-30,1,0,0,2023-08-05,2023-08-05,4.0,4.0,2.0,3.0,4.0,5.0,4.0,HUTG-010919,t,124,124,0,0,0.07
7346,35855679,https://www.airbnb.com/rooms/35855679,20240929170954,2024-09-30,city scrape,"Miraflor - Piso Primera linea de mar, al lado Play","The apartment in Rosas / Roses has 3 bedrooms and has capacity for 6 people.<br><br>The apartment is homely, is fully-equiped, and is 68 mÂ². It has views of the sea and the mountain.<br><br>The property is located 50 m from Canyelles Petites sand beach, 200 m from Canyelles. petites supermarket, 2 km from Roses city, 2 km from Roses bus station, 52 km from Girona airport. <br><br>The house is situated in a family-friendly neighborhood next to the sea.<br><br>",,https://a0.muscache.com/pictures/prohost-api/Hosting-35855679/original/edb2924e-7d5c-46f9-9a53-b38442fa9ce2.jpeg,269248023,https://www.airbnb.com/users/show/269248023,Ispa Inter Immo,2019-06-17,"Catalonia, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_x_medium,,134,232,"['email', 'phone']",t,t,,Roses,,42.24651,3.1992,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,5.0,"[""Washer"", ""Pets allowed"", ""Dishwasher"", ""TV"", ""Patio or balcony"", ""Free street parking"", ""Sea view"", ""Refrigerator"", ""Iron"", ""Mountain view"", ""BBQ grill"", ""Crib"", ""Wifi"", ""Smoking allowed"", ""Dishes and silverware"", ""Microwave"", ""Kitchen"", ""Oven"", ""Freezer"", ""Bathtub"", ""Coffee maker"", ""Cooking basics"", ""Stove"", ""Toaster"", ""Hot water""]",88.0,1,1125,1,4,1125,1125,1.7,1125.0,,t,11,14,14,14,2024-09-30,13,1,0,2021-05-25,2023-10-14,3.54,3.46,2.92,4.46,4.46,4.62,3.54,HUTG-016386,t,124,123,1,0,0.32
7477,36555937,https://www.airbnb.com/rooms/36555937,20240929170954,2024-09-30,city scrape,Puig Sureda 13 2-B,"Apartment in the center of l'Escala with 3 bedrooms and air conditioning.<br><br>This spacious apartment has 3 double bedrooms and 2 bathrooms, large independent kitchen, living room and a small terrace with partial sea views. It has air conditioning in all rooms.<br><br>This apartment is very well located, in the center of l'Escala, very close to the shops and restaurants more typical of the old town and only 50 m from the town beach.<br><br>Sheets are included in the price.",,https://a0.muscache.com/pictures/prohost-api/Hosting-36555937/original/d7a6552f-9c8f-4fdc-9a18-9d5c5a47c743.jpeg,95415596,https://www.airbnb.com/users/show/95415596,Ceigrup,2016-09-16,"Torroella de MontgrÃ­, Spain","Contamos con un equipo de personas exclusivamente dedicadas a todo el proceso desde que empiezas a planificar tus vacaciones en la Costa Brava hasta que vuelves a tu casa: InformaciÃ³n, reserva, recepciÃ³n y atenciÃ³n durante tu estancia, limpieza y mantenimiento._x000D_
_x000D_
Queremos que tus vacaciones sean Ãºnicas... Estaremos encantados de ayudarte en cualquier necesidad que tengas mientras estÃ©s en nuestro destino. Somos especialistas, conocemos bien la Costa Brava Â¡y nos entusiasma!",within an hour,0.93,0.99,f,https://a0.muscache.com/im/pictures/user/926e04d9-d424-462e-a25c-269f28d0031b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/926e04d9-d424-462e-a25c-269f28d0031b.jpg?aki_policy=profile_x_medium,,436,492,"['email', 'phone']",t,t,,L'Escala,,42.12647,3.13408,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,5.0,"[""Washer"", ""TV"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""Refrigerator"", ""Elevator"", ""Crib"", ""Smoking allowed"", ""Dishes and silverware"", ""Microwave"", ""Kitchen"", ""Freezer"", ""Bed linens"", ""Bathtub"", ""Coffee maker"", ""Cooking basics"", ""Stove"", ""Hot water""]",89.0,1,1125,1,2,2,1125,1.4,663.2,,t,0,0,0,183,2024-09-30,1,0,0,2021-08-13,2021-08-13,5.0,4.0,1.0,5.0,4.0,5.0,3.0,HUTB-048213,t,416,415,1,0,0.03
7584,37113979,https://www.airbnb.com/rooms/37113979,20240929170954,2024-09-30,city scrape,HAB. ORO LITERA DOBLE ABAJO MAISON DU DUC L'ESCALA,"La Maison du  Duc  is a 700 m2 chalet built where you can find  different  rooms and rooms to enjoy, rest and enjoy.","Maison   du  Duc is located in  a neighborhood in  an area  touching  the protected natural area of Montgri in L 'Escalala, very close to the sea... about 400 meters approximately.<br /><br />Ideal for enjoying the Sea  and the mountains and outdoor sports.",https://a0.muscache.com/pictures/749c41d7-b85c-4a7b-b254-03c01951ce49.jpg,216238030,https://www.airbnb.com/users/show/216238030,Rafael,2018-09-19,"Catalonia, Spain",Nuestro  objetivo es que  tengais una  estancia inolvidable.   Nuestra  MIsion es  ofreceros   unas habitaciones  confortables    en un  ambiente  acogedor. en  una  Bella  Casa en  la que  se  sentiran seguro como en su propia  casa y  en plena  naturaleza....tendran  muy buenas  vibraciones...y  les  ayudarÃ¡  a  relajarse  y  desestresarse  de  la vida cotidiana......,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/19057ecd-e7c0-4a61-a8e9-008583e56510.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19057ecd-e7c0-4a61-a8e9-008583e56510.jpg?aki_policy=profile_x_medium,,10,13,"['email', 'phone']",t,t," L' Escala, Catalonia, Spain",L'Escala,,42.10447,3.14117,Shared room in villa,Shared room,2,1.0,1 shared bath,1.0,2.0,"[""Backyard"", ""Free street parking"", ""Free parking on premises"", ""Wifi"", ""Smoking allowed"", ""Essentials"", ""Hot water""]",35.0,2,30,2,2,1125,1125,2.0,1125.0,,t,0,0,0,1,2024-09-30,4,0,0,2021-08-17,2022-08-20,3.25,3.25,2.5,3.25,3.0,2.75,3.0,Exempt,t,10,0,3,7,0.11
7684,38223897,https://www.airbnb.com/rooms/38223897,20240929170954,2024-09-30,previous scrape,PuigRom 2 - Piso a 100m de la playa,"Spacious apartment in the center of Rosas just 100m from the beach. The accommodation is located close to all activities and entertainment, restaurants, typical tapas bar, shops and supermarkets, you can do everything on foot!<br><br>",,https://a0.muscache.com/pictures/prohost-api/Hosting-38223897/original/dac3c831-4aa8-450a-bac8-426b95fd30e7.jpeg,269248023,https://www.airbnb.com/users/show/269248023,Ispa Inter Immo,2019-06-17,"Catalonia, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_x_medium,,134,232,"['email', 'phone']",t,t,,Roses,,42.26204,3.181,Entire rental unit,Entire home/apt,7,,1 bath,3.0,,"[""Heating"", ""Washer"", ""Pets allowed"", ""Dishes and silverware"", ""Microwave"", ""TV"", ""Patio or balcony"", ""Coffee maker"", ""Freezer"", ""Crib"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Smoking allowed"", ""Cooking basics"", ""Stove"", ""Refrigerator"", ""Hot water""]",,1,1125,1,4,1125,1125,1.7,1125.0,,t,0,0,0,0,2024-09-30,3,2,0,2020-02-24,2024-08-24,4.33,4.33,2.67,4.67,4.33,4.67,4.67,HUTG-123456,t,124,123,1,0,0.05
7838,39661306,https://www.airbnb.com/rooms/39661306,20240929170954,2024-09-30,city scrape,Lovely Villa in L'Escala with Private Swimming Pool,"Set in the beautiful town of L'Escala, this is a spacious, bright villa with a private swimming pool and outdoor shower. It has 4 bedrooms and is ideal for a family or group of 8 persons.<br /><br /><br /><br />L'Escala is a typical fishing village with lovely, narrow streets to wander. In just 0.5 km, you will arrive at the nearest restaurants and in 1.5 km at the nearest supermarkets. The holiday home is close to the beaches of MontgÃ³ and Riells l'Escala, which are 1.9 km and 2 km away, respectively.  On the beaches, you will enjoy playing with the fine sand and clear waters. <br /><br /><br /><br />The villa is spread on two floors. On the terrace in the evenings, you can sit out and enjoy a delicious barbecue meal with some good wine. The garden is great to walk in the morning, lie down with a book, or play with the children. <br /><br /><br /><br />You have the nearest train station in Camallera is at 18 km. Flights take off from Girona Costa Brava airport and Barcelona-El Prat ai",,https://a0.muscache.com/pictures/6b9b9e71-d4a4-492b-9dd6-ff6548e4451b.jpg,270230553,https://www.airbnb.com/users/show/270230553,Linda - BELVILLA,2019-06-21,"ZÃ¼rich, Switzerland","Hi, Iâ€™m Linda. Iâ€™m part of the Belvilla Customer service team. My colleagues and I are looking forward to assist you when booking our properties on Airbnb. You can count on our support before, during and after your holiday. Any questions? Just let us know!_x000D_
_x000D_
Belvilla is a leading European specialist in the rental of unique, self-catering holiday homes and apartments. We bring more than 35 years of experience in satisfying our guests (you!) and helping them find the perfect holiday. When you stay in a Belvilla home, you can be sure you will enjoy a unique holiday home in ideal surroundings. Weâ€™re looking forward to welcoming you in a Belvilla and love to hear from you!_x000D_
",within an hour,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/9539f377-1097-4f0a-8890-b7ab47df98da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9539f377-1097-4f0a-8890-b7ab47df98da.jpg?aki_policy=profile_x_medium,Playa del InglÃ©s,576,1474,"['email', 'phone']",t,t,,L'Escala,,42.10778,3.15585,Entire villa,Entire home/apt,8,2.0,2 baths,4.0,6.0,"[""Heating"", ""Washer"", ""Pets allowed"", ""Indoor fireplace"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""BBQ grill"", ""TV with standard cable"", ""Private entrance"", ""Kitchen"", ""Wifi"", ""Pool"", ""Hangers"", ""Essentials"", ""Oven"", ""Bathtub"", ""Dedicated workspace""]",147.0,1,28,1,1,28,28,1.0,28.0,,t,30,60,90,365,2024-09-30,10,1,0,2020-07-11,2024-07-07,3.4,3.2,2.8,2.9,2.9,4.2,2.9,HUTG-008837,t,46,46,0,0,0.19
8147,41403174,https://www.airbnb.com/rooms/41403174,20240929170954,2024-09-30,city scrape,La maison d Antoine,A beautiful independent villa 500 meters from the sea 4 terraces a large swimming pool 10 x 5 ideal for family holidays,Very residential area one of the best of L Escala very quiet between riells beach and that of cala montgo,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDE0MDMxNzQ%3D/original/34246fc1-10f1-468d-9341-6c2f14f6063a.jpeg,25219218,https://www.airbnb.com/users/show/25219218,Helene,2014-12-26,"Pavilly, France","Ce que j'aime dans la vie c'est les voyages, d'ailleurs mon mÃ©tier c'est agent de voyage, j'aime les contacts rencontrer de nouvelles personnes , bien boire et bien manger bref profiter de la vie et vous faire dÃ©couvrir notre belle rÃ©gion qui est la Normandie.....",within an hour,1.0,0.78,f,https://a0.muscache.com/im/pictures/user/User-25219218/original/f08d2c97-ca61-4bb4-8858-50b30ee84cb8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-25219218/original/f08d2c97-ca61-4bb4-8858-50b30ee84cb8.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"L'Escala, Catalunya, Spain",L'Escala,,42.112,3.15362,Entire home,Entire home/apt,6,1.0,1 bath,3.0,4.0,"[""HDTV"", ""Dishwasher"", ""Free street parking"", ""Baking sheet"", ""Private outdoor pool - available seasonally, open 24 hours, lap pool"", ""Cleaning available during stay"", ""Outdoor dining area"", ""Barbecue utensils"", ""Refrigerator"", ""Dining table"", ""Hair dryer"", ""Long term stays allowed"", ""Outdoor furniture"", ""Iron"", ""Free washer \u2013 In unit"", ""Fireplace guards"", ""Wifi \u2013 14 Mbps"", ""Laundromat nearby"", ""Clothing storage: closet"", ""BBQ grill: charcoal"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Free residential garage on premises"", ""Dedicated workspace"", ""Outdoor shower"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""Cleaning products"", ""Room-darkening shades"", ""Mercadona  shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Kitchen"", ""Exterior security cameras on property"", ""Hangers"", ""Freezer"", ""Oven"", ""Private backyard \u2013 Fully fenced"", ""Mercadonna body soap"", ""Coffee"", ""Extra pillows and blankets"", ""Blender"", ""Cooking basics"", ""Private patio or balcony"", ""Toaster"", ""Hot water"", ""Shared beach access \u2013 Beachfront"", ""City skyline view"", ""Gas stove""]",193.0,7,1125,4,4,1125,1125,4.0,1125.0,,t,29,31,59,334,2024-09-30,10,0,0,2020-08-09,2023-07-16,4.0,4.3,2.9,4.3,4.2,4.8,3.8,HUTG-051884,f,1,1,0,0,0.2
8319,42467643,https://www.airbnb.com/rooms/42467643,20240929170954,2024-09-30,previous scrape,"Holiday rental villa with swimming pool in Begur,","Fantastic house located just 200m. from Begur center and 4km. of Sa Riera, Aiguafreda or Sa Tuna Beach. With nice views of the village and the mountain and very cozy. Upstairs with large living room with access to terrace, fully equipped kitchen and a bathroom with shower. Downstairs, we find four double bedrooms, two en suite and a third full bathroom. It also has a fifth room as a storeroom or luggage storage. Various terraces. Garage. Private garden with porch area with barbecue and private p",,https://a0.muscache.com/pictures/prohost-api/Hosting-42467643/original/845f49d0-5def-48e2-9b7f-cbaee63bbfe4.jpeg,117908511,https://www.airbnb.com/users/show/117908511,Marta,2017-02-24,"Begur, Spain","Hola. Somos Domus Begur!. Nuestra inmobiliaria cuenta con mÃ¡s de 30aÃ±os de experiencia en la Costa Brava y Begur. Disponemos de la mejor selecciÃ³n de casas, apartamentos y villas en venta y de alquiler de vacaciones. En nuestra web podrÃ¡ consultar nuestro amplio catÃ¡logo, reservar al instante y gestionar su alquiler de vacaciones de forma fÃ¡cil y segura.",within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/5b2f900b-7027-48ce-82c5-520bdd32a4da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b2f900b-7027-48ce-82c5-520bdd32a4da.jpg?aki_policy=profile_x_medium,,134,371,"['email', 'phone']",t,t,,Begur,,41.95336,3.20921,Entire home,Entire home/apt,8,,4 baths,4.0,,"[""Heating"", ""Washer"", ""Indoor fireplace"", ""Dishwasher"", ""TV"", ""Patio or balcony"", ""Clothing storage"", ""Essentials"", ""Refrigerator"", ""Iron"", ""BBQ grill"", ""Wifi"", ""Pool"", ""Backyard"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Oven"", ""Coffee maker"", ""Free parking on premises"", ""Cooking basics"", ""Toaster""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-09-30,1,0,0,2022-09-02,2022-09-02,4.0,4.0,2.0,5.0,5.0,5.0,2.0,HUTG-058517,t,124,124,0,0,0.04
9092,44692373,https://www.airbnb.com/rooms/44692373,20240929170954,2024-09-30,city scrape,Palmeras Apartamento en Roses a 20 mts de la playa,"Apartment in the heart of Roses located just 20 meters from the sand of the beach.<br />35 m2 distributed in living room, open kitchen, a bathroom with shower. 1 double bedrooms with two 90 cm single beds and built-in wardrobe.<br />It has a 6 m2 terrace<br />Air conditioning and wifi<br />Close to shops and restaurants",,https://a0.muscache.com/pictures/miso/Hosting-44692373/original/3de1c478-c2c4-4c8d-b8c2-71edbcf7cd49.jpeg,20931089,https://www.airbnb.com/users/show/20931089,Rosesaparts,2014-09-04,"Catalonia, Spain","Hola, Vanessa y Margaux reciben personalmente en la oficina a todos los clientes que reservan los apartamentos. ",within an hour,0.93,0.8,f,https://a0.muscache.com/im/pictures/user/a94df52d-a4e4-486d-9be7-5153105ae886.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a94df52d-a4e4-486d-9be7-5153105ae886.jpg?aki_policy=profile_x_medium,,55,115,"['email', 'phone']",t,t,,Roses,,42.26383,3.17401,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Heating"", ""Iron"", ""Washer"", ""Pets allowed"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Smoking allowed"", ""Cooking basics"", ""Hangers"", ""Hot water""]",52.0,2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,79,79,2024-09-30,1,0,0,2022-06-26,2022-06-26,4.0,3.0,2.0,4.0,4.0,5.0,4.0,HUTG-003675,f,52,52,0,0,0.04
9222,46637563,https://www.airbnb.com/rooms/46637563,20240929170954,2024-09-30,previous scrape,R. Marine Ii 434 - Piso con piscina,"Cozy apartment of 56 mÂ² and totally equipped, with views to the garden.<br><br>It is located in a residential area and next to the sea.<br><br>It has an elevator, garden, garden furniture, fenced plot, 60 mÂ² terrace, barbecue, iron, internet access (wifi), heat pump heating, air conditioning, community pool, covered parking, 1 Tv.<br><br>",,https://a0.muscache.com/pictures/prohost-api/Hosting-46637563/original/e932c420-5d95-4d73-89e2-16a1eaa730dd.jpeg,269248023,https://www.airbnb.com/users/show/269248023,Ispa Inter Immo,2019-06-17,"Catalonia, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_x_medium,,134,232,"['email', 'phone']",t,t,,Roses,,42.26669,3.13986,Entire rental unit,Entire home/apt,6,,1 bath,2.0,,"[""Pets allowed"", ""Microwave"", ""TV"", ""Patio or balcony"", ""Coffee maker"", ""Free street parking"", ""Freezer"", ""Crib"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Pool"", ""Cooking basics"", ""Stove"", ""Toaster"", ""Smoking allowed"", ""Refrigerator"", ""Hot water""]",,1,1125,1,4,1125,1125,1.7,1125.0,,t,0,0,0,0,2024-09-30,1,0,0,2022-07-23,2022-07-23,4.0,3.0,2.0,4.0,4.0,4.0,4.0,Hutg-056225,t,124,123,1,0,0.04
9439,47502501,https://www.airbnb.com/rooms/47502501,20240929170954,2024-09-30,previous scrape,Villa with swimming-pool and garden.HUTG-015589,"Lovely villa in the Riells area , close to the main beach. You will enjoy in family its spacious green garden and private swimming-pool.HUTG-015589",,https://a0.muscache.com/pictures/7e990eda-895b-497c-a6eb-469c43c7144a.jpg,24473511,https://www.airbnb.com/users/show/24473511,Unico Costa Brava,2014-12-04,"L'Escala, Spain","Agencia con personal dinÃ¡mico y muy agradable acostumbrado a la relaciÃ³n con los clientes, de todos los paÃ­ses. Nuestras viviendas estÃ¡n excelentemente preparadas para recibir y hacer que el huÃ©sped se sienta cÃ³modo y siempre atendido.",within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/91a0d70d-7ed1-4f46-8a7f-e09209cdd2e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/91a0d70d-7ed1-4f46-8a7f-e09209cdd2e8.jpg?aki_policy=profile_x_medium,,54,85,"['email', 'phone', 'work_email']",t,t,,L'Escala,,42.10603,3.14033,Entire home,Entire home/apt,8,,2 baths,4.0,,"[""Washer"", ""Pets allowed"", ""Indoor fireplace"", ""Dishwasher"", ""TV"", ""Essentials"", ""Refrigerator"", ""Outdoor furniture"", ""Iron"", ""Ethernet connection"", ""BBQ grill"", ""Garden view"", ""Private outdoor pool - available all year, open 24 hours"", ""Wifi"", ""Smoking allowed"", ""Dishes and silverware"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Oven"", ""Bed linens"", ""Private backyard \u2013 Fully fenced"", ""Bathtub"", ""Coffee maker"", ""Free parking on premises"", ""Private patio or balcony""]",,1,1125,3,31,1125,1125,24.9,1125.0,,t,0,0,0,0,2024-09-30,3,0,0,2021-09-21,2022-09-17,3.33,4.0,2.67,4.33,4.0,4.33,3.0,HUTG-015589,t,48,48,0,0,0.08
9751,48479054,https://www.airbnb.com/rooms/48479054,20240929170954,2024-09-30,city scrape,Sea view apartment with a large terrace,"Goertz & Partner offers you t his property is an apartment that consists of two bedrooms, a bathroom, American kitchen, living room and a large terrace with sea views. With a useful area of about 53 m2 more or less and a terrace of about 16 m2 with overlooking the sea, we have a capacity of about 5 or 6 people. It is completely renovated, has a washing machine, air conditioning, dishwasher, coffee maker ... <br />The property has a 140cm x 190cm bed, a 160cm x 190cm bed and a 90cm x 190cm bed. The p","The Delta Muga area is located just a few meters from the beach on one side and on the other, a few meters from shops such as restaurants, shops and supermarkets nearby.",https://a0.muscache.com/pictures/prohost-api/Hosting-48479054/original/3d5831c1-8a38-4825-92b0-9fc1b513e2cb.jpeg,168560765,https://www.airbnb.com/users/show/168560765,Goertz,2018-01-18,"Empuriabrava, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/User-168560765/original/2bcd3969-3020-42b1-b2cc-1b3ea93bf29d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-168560765/original/2bcd3969-3020-42b1-b2cc-1b3ea93bf29d.jpeg?aki_policy=profile_x_medium,,30,42,"['email', 'phone', 'work_email']",t,t,"Empuriabrava, Catalunya, Spain",CastellÃ³ d'EmpÃºries,,42.23854,3.12229,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Washer"", ""Dishwasher"", ""Microwave"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Clothing storage: closet"", ""Kitchen"", ""Air conditioning"", ""Cooking basics"", ""Hangers"", ""Toaster"", ""Elevator""]",98.0,7,1125,1,7,1125,1125,2.3,1125.0,,t,24,24,24,24,2024-09-30,5,0,0,2022-07-30,2023-08-19,3.4,3.8,2.8,3.8,3.6,3.6,3.2,HUTG-012101,t,29,29,0,0,0.19
9770,48536311,https://www.airbnb.com/rooms/48536311,20240929170954,2024-09-30,city scrape,Location vacances-Apparment-Estartit Plage Espagne,"In residence large Standing with caretaker****<br />* Rents very nice Apartment of 80 m2 Air-conditioned with Wifi (free), completely renovated, for 8/9 people (Au Pigeonnier, top floor with Lift + 1 with 2 Terraces (panoramic view), one on Sea, the other behind, with its garden furniture on grass and view on the <br />Mountain with shower for after the beach bath. <br />Terraces with the best panoramic view of the site and stunning sea and beach at 50 meters.","RESTAURANTS<br />EL BRAVO"" At the foot of the Residence Specialty of Fresh Fish of the Day and Paella<br />Two streets away on the right of your residence you have the Panorama***** hotel with swimming pool, or you can eat buffet at will around 15â‚¬ very well<br />Also: ""LE FELIX"" resort center facing the harbour and promenade Nice and relaxed atmosphere,  good service, natural cuisine with guaranteed flavor; wide variety of fresh fish of the day to choose on presentation, paella, traditional tapas. <br /><br />A RESTAURANT / BAR TAPAS SPECIALTIES At ALL TIMES ""EL POR BLAU"" right in front of the harbour <br />Chic ""trendy"" atmosphere in a modern marine setting, Spanish tapas specialties <br />and Catalans, various salads, Spanish bocadillos, ice cream, fresh fruit juice. ""<br /><br />You also have diving centres and schools very well known in Estartit for its magnificent marine flora<br />Please let me know if you have any questions. <br />I am at your disposal",https://a0.muscache.com/pictures/8b24a2e9-dd75-40cf-8545-66903eb4230e.jpg,391638351,https://www.airbnb.com/users/show/391638351,Mauricio,2021-03-08,,,within a few hours,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/b9f9d317-2636-4ef5-b137-b2b8c7de8ca2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b9f9d317-2636-4ef5-b137-b2b8c7de8ca2.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"L'ESTARTIT, Catalugna, Spain",Torroella de MontgrÃ­,,42.05272,3.1987,Entire rental unit,Entire home/apt,8,1.0,1 bath,3.0,6.0,"[""Iron"", ""Washer"", ""Pets allowed"", ""TV"", ""Smoke alarm"", ""Free parking on premises"", ""Private entrance"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Self check-in"", ""Cooking basics"", ""Hangers"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Dryer"", ""Keypad""]",143.0,5,1125,5,5,1125,1125,5.0,1125.0,,t,30,60,90,365,2024-09-30,4,1,0,2022-01-04,2024-07-27,3.25,2.5,1.75,3.5,3.75,5.0,2.25,HUTG-003777,t,1,1,0,0,0.12
